docId,filename,filename,work_id,title,rating,category,relationship,character,additional tags,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,0 jake wolf back,1 ashley love baby,2 eyes back face,3 time school good,4 eyes back face,5 back looked asked,6 aro caius marcus,7 eyes back body,8 back eyes head,9 time human knew
470,MemeLightGroupChatEdition.txt,MemeLightGroupChatEdition.txt,25865278,Meme Light | Group Chat Edition,Teen And Up Audiences,"F/F, F/M, M/M","Alice Cullen/Bella Swan, Jasper Hale/Bella Swan, Alice Cullen/Jasper Hale, Alice Cullen/Jasper Hale/Bella Swan, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen, Carlisle Cullen/Charlie Swan, Carlisle Cullen/Esme Cullen/Charlie Swan","Bella Swan, Edward Cullen, Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Peter Whitlock, Charlotte Whitlock, Charlie Swan, Leah Clearwater, Seth Clearwater, Jacob Black, La Push Pack, everyone I guess - Character","No One's Dead, Everyone lives, Alternate Universe, Bella Swan Is A Little Shit, BAMF Bella Swan, Memes, groupchat, Tags to be added",2020-08-12,Updated,2020-08-12,908,4/?,3,50,11,549,2.6196667561737203E-4,0.10654743811473842,8.039924576740888E-4,0.8413506489916213,2.5992046973405554E-4,0.0012534000364931863,1.3233636231526326E-4,5.845491417182351E-4,0.015138356957207291,0.03366739079288081
471,MemetoMori.txt,MemetoMori.txt,25355083,Memeto Mori,Mature,"F/M, M/M","Emmett Cullen/Original Male Character(s), Edward Cullen/Bella Swan","Original Male Character(s), Bella Swan, Edward Cullen, Emmett Cullen, Charlie Swan, Carlisle Cullen, Esme Cullen, Rosalie Hale, Alice Cullen, Jasper Hale, Renee Dwyer, Jacob Black, Sam Uley, Paul Lahote, Billy Black","Twilight References, I actually liked the first movie, I changed up a few story plots, so the general plot makes sense, Spelling & Grammar, English is my second language",2020-07-18,Updated,2020-09-14,5359,5/?,4,24,9,269,5.086287641124392E-5,4.9010189008884166E-5,0.12350419102697527,0.3390178387950086,0.18531257683404598,0.28581578277187664,2.569413848266002E-5,1.1349478204219982E-4,0.019257654562301173,0.046852894023847465
472,Memories.txt,Memories.txt,25559920,Memories,Not Rated,F/M,Edward Cullen/Bella Swan,0,"Post-Canon, Sweet",2020-07-27,Completed,2020-07-27,1138,1/1,0,24,3,245,0.00595691387402615,2.8883862838487704E-4,0.051834383278619736,0.0010051710926519293,0.01726888557329018,0.3634922311236606,1.514268740224059E-4,0.19018361891983188,3.5070873395466845E-4,0.3694678219015577
473,MemoriesofVenus.txt,MemoriesofVenus.txt,27224080,Memories of Venus,General Audiences,F/M,"Edward Cullen/Rosalie Hale, Edward Cullen/Bella Swan","Edward Cullen, Rosalie Hale, Bella Swan","Character Study, Past Memories",2020-10-27,Completed,2020-10-27,1585,1/1,0,3,0,16,1.7617369907961539E-4,0.09326499906660625,0.2499029450814888,5.907602289439854E-4,1.74797616955075E-4,0.002505331879102789,8.899676425207913E-5,3.931117740362189E-4,0.13319932251084202,0.519703561378693
474,MentalWarfare.txt,MentalWarfare.txt,7609867,Mental Warfare,Mature,F/F,Bella Swan/Tanya,"Bella Swan, Tanya (Twilight), Edward Cullen, Kate (Twilight), Irina (Twilight)","Romance, Drama, douchebag Edward, BAMF Bella, Human Bella, Human/Vampire Relationship",2016-07-28,Updated,2020-08-30,24195,10/?,48,403,87,8985,1.2968746287060132E-5,1.2496357885818935E-5,0.01778432713173592,0.18862495936160723,0.028036979694003934,0.0067927319607660845,0.001719815859176675,0.045552823692125585,0.5297810329936781,0.18168186420273358
475,Meraki.txt,Meraki.txt,23522188,Meraki,Mature,F/M,"Paul Lahote/Original Female Character(s), Jacob Black/Bella Swan","Paul Lahote, Original Female Character(s), Jacob Black, Bella Swan","Edward Cullen Bashing, Slow Burn",2020-04-07,Updated,2020-08-10,9992,7/?,6,39,8,748,0.0901271093301075,0.0228009830622263,0.049636723890485866,0.20431693507129975,0.29585657370972884,0.28644654277188764,1.339861386633333E-5,0.012072595122044139,0.0035349432328558284,0.03519419519549786
476,MermaidBella.txt,MermaidBella.txt,27003394,Mermaid Bella,Not Rated,F/M,Edward Cullen/Bella Swan,0,0,2020-10-14,Completed,2020-10-14,83,1/1,2,0,0,42,0.004319410021071297,0.004162074905633425,0.013256545208885747,0.13676100571367175,0.04504460554716817,0.1429433574094892,0.0021820142130274988,0.00963827713809769,0.49416081402970197,0.1475318958132532
477,Midnightglow.txt,Midnightglow.txt,23935144,Midnight glow,General Audiences,"F/F, F/M","Bella Swan/Tanya, Kate/Bella Swan","Bella Swan, Leah Clearwater, Kate (Twilight), Tanya (Twilight), Irina (Twilight), Rosalie Hale, Alice Cullen, Esme Cullen, Carlisle Cullen, Sam Uley, Jacob Black","Romance, Vampires, Werewolves, Mates",2020-04-30,Updated,2020-09-17,12999,4/?,21,96,17,2381,0.017859133151834197,3.070354721756363E-4,9.060859719663226E-5,0.3274394947937661,2.929259960152421E-5,0.4915698802744261,1.491408536614897E-5,0.003966104880904397,3.131290803415421E-4,0.15841040706438778
478,MidnightSunAMagiciansAnecdote.txt,MidnightSunAMagiciansAnecdote.txt,25526455,Midnight Sun A Magicians Anecdote,Teen And Up Audiences,0,0,"Edward Cullen, Bella Swan, Alice Cullen, Jasper Hale, Emmett Cullen, Jacob Black","twilight - Freeform, Edward is basically that snail meme, Alternate Universe - Normal High School, I don't want to ruin it but, Edward Cullen is a magician, Just Friends, Crack, Comedy, ? - Freeform, good ol fashioned crack, no vampires here, Forks High School (Twilight)",2020-07-26,Completed,2020-07-26,2223,1/1,0,2,0,26,1.4687386110890283E-4,1.4152396013176802E-4,0.0461866241537134,0.5035869574216458,0.10270492537033402,0.040894847891115256,0.0014601306333373722,0.010029278310491843,0.055609243539387905,0.23923959485873367
479,MidnightSunButWithoutEdwardCullen.txt,MidnightSunButWithoutEdwardCullen.txt,26198317,Midnight Sun But Without Edward Cullen,General Audiences,Gen,0,0,"Crack, Trolling, no betas we die like the world's respect for SMeyer",2020-08-30,Completed,2020-08-30,1,1/1,7,3,1,73,0.023370735063299,0.02251945276291204,0.07172627845473081,0.07836868311622605,0.023188187663057146,0.33235067378410493,0.011806074400959678,0.2726807290409527,0.027343187481520224,0.1366459982322373
480,MidnightWolves.txt,MidnightWolves.txt,25753495,Midnight Wolves,Explicit,F/M,JacobxKayla,Jacob Black,"Plot What Plot/Porn Without Plot, Smut, Vaginal Sex, Breast Sucking, Nipple Licking, Nipple Torture, Vaginal Fingering",2020-08-06,Completed,2020-08-10,10132,3/3,0,0,0,442,0.10605780149811585,0.008943838937844005,8.237865146211997E-4,0.0023176719192979566,2.6048779431648992E-5,0.2206117757538865,1.3262521094487758E-5,0.6426890371942596,0.012417579400794179,0.006099197480654577
481,mightgetspokenwhileyousleep.txt,mightgetspokenwhileyousleep.txt,26021323,might get spoken while you sleep,Mature,F/M,"Jasper Hale/Reader, Jasper Hale/OC, Emmett Cullen/Rosalie Hale","Jasper Hale, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Edward Cullen, Esme Cullen, Bella Swan, Yasmin Daniels (OC)","BDSM, Smut, Eventual Smut, jasper is an asshole, emmett is an idiot, Blood Kink, Neck fetish, collar kink, biting kink, cheating?, Asexual OC",2020-08-21,Updated,2020-09-03,3312,3/?,2,18,0,463,9.69988204966851E-5,9.346562486447276E-5,2.976955748238921E-4,0.2264050819904343,9.624116856745661E-5,0.45903085380790143,0.006456120731298699,0.22171974493950547,0.06326938668374507,0.022534410658362456
482,MiracleonIsleEsme.txt,MiracleonIsleEsme.txt,25809469,Miracle on Isle Esme,General Audiences,"F/M, M/M","Emmett Cullen/Rosalie Hale, Edward Cullen/Bella Swan, Carlisle Cullen/Esme Cullen, Alice Cullen/Jasper Hale, Jacob Black/Renesmee Cullen, Seth Clearwater/OC","Rosalie Hale, Edward Cullen, Emmett Cullen, Alice Cullen, Jasper Hale, Esme Cullen, Carlisle Cullen, Renesmee Cullen, Jacob Black, Seth Clearwater","Magic, Isle Esme, Unplanned Pregnancy, Pregnancy, Volturi, Family Drama, Romance, Cross-Posted on FanFiction.Net, IDK where Twi-hards go to read fics anymore okay, Smut, Explicit Sexual Content, Amazonian Coven - Freeform, Folklore",2020-08-09,Updated,2020-08-22,11079,13/?,8,33,4,1000,0.027211631326477942,0.11649784148789674,0.019784152679002593,8.36845937942108E-4,5.250352123725611E-4,0.5029279694252751,0.004502651026379027,0.08236279559044793,3.09231997756021E-5,0.24532015411443048
483,miscalculations.txt,miscalculations.txt,26053933,miscalculations,Teen And Up Audiences,"F/M, Gen","Carlisle Cullen/Esme Cullen, canon pairings","Esme Cullen, Rosalie Hale, Victoria (Twilight), Alice Cullen, Carlisle Cullen, Emmett Cullen, Jasper Hale, Edward Cullen","Hurt/Comfort, Canon-Typical Violence, Alternate Universe - Canon Divergence",2020-08-23,Updated,2020-08-28,1418,2/?,1,14,2,216,2.1299941622693772E-4,0.016284527902606205,0.06497085689124608,0.0951800585139225,2.1133569064963137E-4,0.009058755866328375,0.006137332455452149,4.7528421562977193E-4,0.40022146872062037,0.40724738032731805
484,MiscellaneousStories.txt,MiscellaneousStories.txt,26419333,Miscellaneous Stories,Mature,F/M,Carlisle Cullen/Bella Swan,"Bella Swan, Carlisle Cullen, Edward Cullen, Rosalie Hale, Emmett Cullen","Side Story, Backstory, Romance, Fluff, Other Additional Tags to Be Added",2020-09-12,Updated,2020-09-12,1722,1/?,2,6,0,141,0.010117026574618488,0.06644543855338869,0.005509614935046057,0.013844051469936567,1.7421837047469489E-4,0.35707493800781537,0.006716326300417853,0.10146308201008576,2.0543587260180398E-4,0.43844986790561463
485,Monomania.txt,Monomania.txt,25389286,Monomania,Mature,F/M,Jasper Hale/Original Female Character(s),"Jasper Hale, Edward Cullen, Emmett Cullen, Rosalie Hale, Esme Cullen, Carlisle Cullen, Peter (Twilight), Charlotte (Twilight), Maria (Twilight), Aro (Twilight), Demetri (Twilight), The Volturi (Twilight)","Romance, Dark, Sequel, Angst, Mystery",2020-07-19,Updated,2020-10-24,28979,10/?,52,101,24,2066,1.1420007413693609E-4,0.0019724349603980917,0.14201252966070138,0.03225300738138244,1.0857186458723559E-5,0.1658837648667655,0.010331269369923552,0.026045285949350405,0.005072415989129755,0.6163042345617532
486,Monsters.txt,Monsters.txt,20168974,Monsters,Teen And Up Audiences,"F/M, Gen","Sam Uley/Emily Young, Leah Clearwater/Sam Uley, Leah Clearwater & Emily Young, Alice Cullen & Edward Cullen, Leah Clearwater/Edward Cullen","Leah Clearwater, Edward Cullen, Sam Uley, Emily Young (Twilight), Alice Cullen","Slow Burn, Fantasy, POV Alternating, Original Character(s)",2019-08-08,Updated,2020-10-25,90798,22/?,39,61,14,1447,0.04236168494813509,0.019805084584707363,0.20307950592358037,0.20592676813138858,0.009184961204999571,0.16384842123029436,0.0027255555908299585,1.6026641666318277E-4,3.7947420810473626E-6,0.3529039572273205
487,MonstersMystics.txt,MonstersMystics.txt,13367040,Monsters & Mystics,Teen And Up Audiences,F/M,"Edward Cullen/Original Female Character(s), Edward Cullen/Original Character(s), Original Character - Relationship","Original Characters, Cullen Family, Edward Cullen","Slow Build, Slow Burn, Slow To Update, Slow Romance, Supernatural Elements, Witches, Witchcraft, Family, Family Feels, Family Secrets, Family Drama, Drama & Romance, Drama, Action, I'm Bad At Tagging, Original Character-centric, References to Depression, Angst, Magic",2018-01-14,Updated,2020-07-23,135531,16/?,145,140,38,2788,2.1874538350683E-6,2.1077755225264105E-6,0.02975084301926659,0.17836890609723002,0.05298841647566246,3.1107355159669095E-5,1.105024837923752E-6,0.01327724422304643,0.571932012776403,0.1536460697990362
488,MoonlessNight.txt,MoonlessNight.txt,27111652,Moonless Night,General Audiences,F/M,Edward Cullen/Bella Swan,"Bella Swan, Edward Cullen","Book: New Moon, Angst, Canon Compliant",2020-10-19,Completed,2020-10-19,1392,1/1,0,5,0,42,2.3314964669930748E-4,2.2465713813939157E-4,0.05791692992665151,7.818166921729193E-4,2.3132852888863565E-4,0.012115787857397477,1.1777901157298618E-4,0.031320989601411546,2.7277937487557433E-4,0.8967847822221906
489,Moonlight.txt,Moonlight.txt,21833920,Moonlight,Mature,F/F,"Leah Clearwater/Original Female Character(s), Rosalie Hale/Original Female Character(s)","Rosalie Hale, Leah Clearwater, Original Female Character(s)","Slow Burn, Self-Insert, Mutual Pining, Friends to Lovers, Enemies to Friends to Lovers, Implied/Referenced Child Abuse, Post-Traumatic Stress Disorder - PTSD, Girls Healing Eachother, the writing gets better circa chapter 9, black girls deserve to be angry!",2019-12-17,Updated,2020-10-21,50316,11/?,69,270,69,4387,0.0628675504014316,5.2145660499518024E-6,0.08642013335072085,0.15132644668236886,9.756217612435555E-4,0.0012004086374504286,1.5593153297913876E-4,0.016046772205178004,0.5887963066606955,0.09220561420188213
490,MoonlightMxMMidnightSun.txt,MoonlightMxMMidnightSun.txt,26229355,Moonlight (MxM Midnight Sun),Teen And Up Audiences,M/M,"Edward Cullen/Beau Swan, Emmett Cullen/Rosalie Hale, Archie Cullen/Jessamine Hale, Carlisle Cullen/Esme Cullen","Edward Cullen, Beau Swan, Rosalie Hale, Emmett Cullen, Archie Cullen, Jessamine Hale, Carlisle Cullen, Esme Cullen, Charlie Swan, McKayla Newton, Jeremy Stanley, Erica Yorkie, Logan Mallory, Allen Weber, Renee Dwyer, Phil Dwyer, Tyler Crowley, Jacob Black",0,2020-09-01,Updated,2020-09-07,26923,3/30,0,21,1,235,1.1433798698575422E-5,1.1017320978387242E-5,0.04027877791847347,3.834076012570607E-5,0.5469154964836846,0.0026441120286567867,5.775953462968335E-6,0.039298172797629795,1.3377264369064227E-5,0.3707834956739206
491,MoonlightSunrise.txt,MoonlightSunrise.txt,26413210,Moonlight Sunrise,Teen And Up Audiences,F/M,"Seth Clearwater/Bree Tanner, Edward Cullen/Bella Swan, Past Sam Uley/Leah Clearwater, Jacob Black & Renesmee Cullen, Fred & Bree Tanner, Leah Clearwater & Jacob Black, Leah Clearwater & Bree Tanner","Seth Clearwater, Leah Clearwater, Bree Tanner, Edward Cullen, Bella Swan, Jacob Black, Carlisle Cullen, Esme Cullen, Renesmee Cullen, Charlie Swan, Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen","Alternate Universe - Imprinting (Twilight), Imprinting (Twilight), Vampire/Werewolf Relationship",2020-09-11,Updated,2020-09-21,9228,6/?,1,11,5,275,0.1598730845052829,3.414587580440793E-5,0.01281551599142691,0.06866844799041677,3.515986753355131E-5,0.24928889601055382,0.007374445817862629,0.029839639149930628,0.20100887917671348,0.27106178561447497
492,Moonshine.txt,Moonshine.txt,26481112,Moonshine,Teen And Up Audiences,F/M,Emmett Cullen/Lauren Mallory,"Emmett Cullen, Lauren Mallory, Edward Cullen, Carlisle Cullen, Esme Cullen","Alternate Universe, No Bella, Shameless Self-Indulgence To The Extreme, Werewolf Lauren, Emmett Cullen Is King, And Lauren Won't Say She's In Love, The Twilight Humans Are My Children And They Deserve The World, high school romance, Comedy of Errors, Sass King Emmett, I Have Officially Created The Emmett/Lauren Tag Here, what have I done?",2020-09-15,Updated,2020-09-16,6546,3/15,6,6,3,78,0.15692332003242299,0.03254647524269418,0.10198124572440058,0.1982008776038017,4.5566727991512996E-5,0.21863467000532538,0.008257096324335344,0.0014025663738447274,9.204575870439524E-4,0.2810877243781397
493,Moonshot.txt,Moonshot.txt,26015419,Moonshot,Teen And Up Audiences,F/M,"Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen","Bella Swan, Edward Cullen, Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Jacob Black, Charlie Swan, Jessica Stanley, Mike Newton, Angela Weber, Eric Yorkie, Seth Clearwater, James (Twilight), Victoria (Twilight)","twilight - Freeform, Fix-It, no the vampires do not sparkle, Twilight Renaissance, Canon Rewrite",2020-08-20,Updated,2020-09-27,42040,10/?,10,23,7,318,7.627616838408682E-6,7.3497798259619595E-6,0.1181359029187281,0.09381020810941404,0.3483710460718207,0.20358441143305525,3.8532040884619915E-6,8.899609339239705E-5,8.090005005113647E-5,0.23590970472278555
494,Mortality.txt,Mortality.txt,24481246,Mortality,Teen And Up Audiences,Gen,"Charlie Swan/Billy Black, Carlisle Cullen/Esme Cullen, Bella Swan & Edward Cullen, Rosalie Hale/Emmett Cullen","Bella Swan, Edward Cullen, Charlie Swan, Alice Cullen, Carlisle Cullen, Julie Black, Esme Cullen, Rosalie Hale, Emmett Cullen, Jasper Hale","Twilight Rewrite, Twilight Renaissance, Twilight Spitefic, Canon-Typical Violence, Attempted Sexual Assault, Witch Bella Swan, Black Character(s), Mild Language, Alternate Universe - Modern with Magic, Flashbacks, Dreams and Nightmares, Vampire Bites, Panic Attacks, Implied/Referenced Abuse, Past Child Abuse, in this universe we drop the f-bomb like MEN, Minor Character Death, Minor Original Character(s), Alternate Universe - Age Changes, Alternate Universe - Canon Divergence, Alternate Universe - Gender Changes",2020-06-01,Completed,2020-08-08,105023,25/25,30,50,11,1256,2.773220511408276E-6,0.0019129901324065836,0.06972203115119285,0.2180210617009364,0.10836749861451378,5.366434647865894E-4,1.4009335863538676E-6,0.06181674899506557,0.4089944621151014,0.13062438967189907
495,MrandMrsCullen.txt,MrandMrsCullen.txt,26396800,Mr. and Mrs. Cullen,Teen And Up Audiences,F/M,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan, Jacob Black, Alice Cullen, Rosalie Hale, Carlisle Cullen, Esme Cullen, Jasper Hale, Emmett Cullen","Originally Posted on FanFiction.Net, Posted on ff.net in 2008",2020-09-10,Completed,2020-09-11,35725,19/19,0,4,1,242,9.48952140693502E-6,9.143864259610076E-6,0.0929771242566068,0.008090896219924128,0.01908255997148254,0.3991487148972693,0.08838598481848879,0.0867010055302591,1.1102507569271835E-5,0.30558397841273355
496,MrsDrAcula.txt,MrsDrAcula.txt,26074084,Mrs. Dr. Acula,Teen And Up Audiences,F/M,"Carlisle Cullen/Reader, Carlisle Cullen/Original Female Character(s)","Carlisle Cullen, Emmett Cullen, Rosalie Hale, Edward Cullen, Alice Cullen, Jasper Hale, Esme Cullen, Original Female Character(s)",Marriage Proposal,2020-08-23,Completed,2020-08-23,2098,1/1,0,18,0,277,1.6914401038863267E-4,0.00814338944410069,0.0021151950756725683,5.67187695006254E-4,1.67822836737941E-4,0.24660580380143224,8.544561246003911E-5,0.16956204420875826,0.571595001753087,9.889655623564297E-4
497,Mybestfriendisavampire.txt,Mybestfriendisavampire.txt,19999579,My best friend is a vampire,General Audiences,M/M,Edward Cullen/Beau Swan,"Edward Cullen, Beau Swan",little vampire au,2019-07-27,Completed,2020-09-19,2853,2/2,6,18,1,248,9.753446195483249E-5,9.398175550743014E-5,2.993394926670801E-4,0.33165570281670115,0.28448719050276944,0.00506844795417683,4.9270984048106294E-5,2.176371704121682E-4,0.3240798964021479,0.05395099845961503
498,MyBestFriendsBrotherisMyNewRoomate.txt,MyBestFriendsBrotherisMyNewRoomate.txt,26242903,My Best Friend's Brother is My New Roomate,Explicit,"F/F, F/M, M/M, Multi","Edward Cullen/Original Female Character(s), Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen, Aro/Caius/Marcus/Bella Swan, Athenodora/Didyme/Sulpicia (Twilight)/Original Female Character(s), Demetri/Jane (Twilight), Alec/Felix (Twilight)","Edward Cullen, Alice Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale, Carlisle Cullen, Esme Cullen, Aro (Twilight), Marcus (Twilight), Caius (Twilight), Bella Swan, Athenodora (Twilight), Didyme (Twilight), Sulpicia (Twilight), Demetri (Twilight), Jane (Twilight), Alec (Twilight), Felix (Twilight)",Alternate Universe - College/University,2020-10-02,Updated,2020-10-01,,1/?,0,1,0,44,2.659106254147727E-4,2.5622479361327735E-4,0.003325289758437345,0.17402599513767816,2.638336135777603E-4,0.43285347768955823,0.366476516483249,5.93349621640413E-4,3.1110891738541995E-4,0.021628293359445633
499,MyBigBrother.txt,MyBigBrother.txt,26736418,My Big Brother,Teen And Up Audiences,0,Edward Cullen/Bella Swan,"Emmett Cullen, Bella Swan, Edward Cullen, Carlisle Cullen",0,2020-09-30,Completed,2020-09-30,8598,3/3,0,15,0,161,0.014602594670798455,3.9131277871370595E-5,0.0541572616799037,0.038073979372118066,4.029331548726502E-5,0.6784761974710444,2.0515009082054078E-5,0.034579527633615936,4.751331564284376E-5,0.179962986254436
500,MyCenterofGravity.txt,MyCenterofGravity.txt,25755313,My Center of Gravity,Not Rated,F/M,Embry Call/Bella Swan,"Jacob Black, Bella Swan, Charlie Swan, Billy Black, Emily Young, Paul Lahote, Sam Uley, Leah Clearwater, Edward Cullen, Victoria (Twilight), Alice Cullen, Emmett Cullen, Rosalie Hale, Jasper Hale, Carlisle Cullen, Esme Cullen","imprint, Past Bella/Edward - Freeform, New Moon AU, Scarred Bella, accidental injuries, Injured Bella, hurt Bella, Depressed Bella",2020-08-06,Completed,2020-08-06,6772,1/1,1,50,4,731,0.2243158293997016,5.216481224570621E-5,0.0032312292279247723,1.8153583409602085E-4,5.371389209571361E-5,0.6132750378686166,2.7347984916364443E-5,1.2080006455444387E-4,0.002106725393572576,0.15663561552227612
501,MyFriendJacob.txt,MyFriendJacob.txt,25731511,My Friend Jacob,Mature,F/M,Jacob Black/Bella Swan,"Bella Swan, Jacob Black, Charlie Swan, Billy Black, Angela Weber, Jessica Stanley, Emmett Cullen, Alice Cullen, Mike Newton, Eric Yorkie, Embry Call, Seth Clearwater, Leah Clearwater, Paul Lahote, Quil Ateara V","horror movie au, Alternate Universe - Canon Divergence, Summer Vacation, Camp, Romance, Friends to Lovers, Twilight Team Jacob, Banter, Werewolves, Vampires, Happy Ending",2020-08-05,Updated,2020-10-21,50350,11/15,10,24,5,332,0.23478200612473554,5.686438724454452E-6,0.3042915074567882,0.13817906700372132,0.030689354758023406,0.18496453641089272,1.1435504267748413E-4,0.01599531774929628,6.904491054108043E-6,0.09097126452408652
502,MyGuy.txt,MyGuy.txt,19310476,My Guy,Teen And Up Audiences,F/M,"Jacob Black/Bella Swan, Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale","Bella Swan, Jacob Black, Edward Cullen, Jacob Black's Pack (Twilight), Charlie Swan, Alice Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale, Billy Black, Leah Clearwater","Romance, Forbidden Love, Period Typical Attitudes, Drama, Inspired by Music, College, Alternate Universe- No Supernatural, Love Triangles, Letters",2019-06-21,Updated,2020-08-08,104031,28/?,44,130,22,2254,0.06909645157703197,0.01530588923737969,0.2854439268611421,0.25837697792574293,3.0245420607855656E-6,0.16607462538704235,3.0304867852736018E-5,0.03420832430110581,2.3368607558089702E-4,0.1712267892250607
503,MyLandlordisaVampire.txt,MyLandlordisaVampire.txt,26313760,My Landlord is a Vampire?,Teen And Up Audiences,0,Edward/Jacob,"Edward Cullen, Jacob Black","No Slash, Platonic Relationships, Based on Tumblr Prompt on Vampire Landlord, Au where Jacob and Edward first meet without Bella., Au Jacob not part of Wolf Pack, Au Jacob is not half werewolf",2020-09-06,Completed,2020-09-06,754,1/1,2,12,2,370,0.24830083287864688,3.288343811588595E-4,0.26510820261338086,0.21690138465589137,3.385994065066651E-4,0.01773407974184796,1.7239509371865425E-4,7.614944396733742E-4,0.045482829492501355,0.20487134729667408
504,MylifeispartofTwilight.txt,MylifeispartofTwilight.txt,26672602,My life is part of Twilight?,Teen And Up Audiences,"F/M, M/M","Edward Cullen/Original Male Character(s), Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen","Edward Cullen, Original Characters, Original Male Character(s), Original Trans Character(s), Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Esme Cullen, Carlisle Cullen, Original Female Character(s), Jessica Stanley, Eric Yorkie, Mike Newton, Victoria (Twilight), James (Twilight), Charlie Swan, Angela Weber, Bella Swan, Jacob Black, Billy Black","Trans Male Character, Gay Male Character, Body Dysphoria, Dysphoria",2020-09-27,Updated,2020-10-01,27797,7/29,0,8,5,162,0.01896943705776463,1.0755073835931807E-5,9.8216955103775E-4,0.32664638410902824,0.3495806084439447,0.26768105840452894,5.638467472173435E-6,0.005396417307567943,2.237063477608538E-4,0.030503825237058826
505,MyLoveisLyingFastAsleep.txt,MyLoveisLyingFastAsleep.txt,27084154,My Love is Lying Fast Asleep,Not Rated,F/M,Alice Cullen/Jasper Hale,"Jasper Hale, Alice Cullen, Cynthia Brandon","soulmate!AU, Soulmates Share Dreams, Jalice Week 2020",2020-10-18,Completed,2020-10-18,1098,1/1,6,15,0,67,0.002992885814086188,0.002982439866183058,0.1767771155102486,0.22827466191415105,2.8453851347100533E-4,0.1935057319137972,0.0407364797994689,0.06829259625823784,0.07881263528233845,0.20734091512801772
506,Mymatewhohadtowaitandswimacrosstheocean.txt,Mymatewhohadtowaitandswimacrosstheocean.txt,25445383,My mate who had to wait (and swim across the ocean),Teen And Up Audiences,F/M,Jasper Hale/Original Female Character(s),"Jasper Hale, Marcus, Aro (Twilight), Caius (Twilight), OFC","warning: mentions of rape and abuse, but nothing explicit, its actually a funny love story",2020-07-22,Completed,2020-10-16,11737,3/3,3,34,3,441,2.786945331653285E-5,0.001867731751756674,8.553313207944014E-5,0.0169243336746097,2.7651766699688516E-5,0.21551600489831305,0.16227427651343304,0.017156049556804755,0.09575823383116665,0.49036231542182057
507,MyPerfectMateEmmettCullen.txt,MyPerfectMateEmmettCullen.txt,17433455,My Perfect Mate| Emmett Cullen,Explicit,F/M,"Roman (Star-Crossed)/Bella Swan, Emmett Cullen/Original Female Character(s)","Emmett Cullen, Sydney Elizabeth Rose, Paul Lahote, Cullen Family, Quileute Tribe","Romance, vampire, Werewolf, Rape, Drama, Mystery",2019-01-15,Updated,2020-10-05,33858,20/?,3,24,7,1201,1.0422837286861547E-5,1.0043183977794168E-5,3.198835327605022E-5,0.10232130147530441,2.070459458162736E-4,0.780671759206367,5.265251270210328E-6,0.11440693616449742,7.990125470122989E-4,0.0015362250351917317
508,MyRose.txt,MyRose.txt,25985824,My Rose,Not Rated,"F/F, F/M","Edward Cullen/Bella Swan, Emmett Cullen/Victoria, Carlisle Cullen/Esme Cullen, Alice Cullen/Jasper Hale, Rosalie Hale/Original Female Character(s)","Bella Swan, Edward Cullen, Emmett Cullen, Victoria (Twilight), Carlisle Cullen, Esme Cullen, Alice Cullen, Jasper Hale, Rosalie Hale","vampire, School, mated, mate, Secret Past, The new Bella, all fun and games, Bite, sparked, Who actually sparkles",2020-08-19,Updated,2020-08-19,1033,1/17,0,10,2,124,4.163465400753356E-4,4.0118105899681906E-4,0.0012777941209903827,0.2017618947813153,0.008270575545287796,0.04520818841123448,0.05521269108713649,9.290304275718917E-4,0.27549895245341577,0.41102334557397574
509,myteetharesmoothandonedaywillbeyellow.txt,myteetharesmoothandonedaywillbeyellow.txt,25530850,my teeth are smooth and one day will be yellow,Teen And Up Audiences,0,Edward Cullen/Bella Swan,"Edward Cullen, Alice Cullen, Bella Swan","Complete, Prequel, Pining",2020-07-26,Completed,2020-07-26,2930,1/1,4,10,1,162,9.491382294799307E-5,0.052037903450056544,0.057611513827129236,0.17138329622113943,9.417245680870629E-5,0.0022453793938119375,4.794712927806998E-5,0.12470413633403368,0.23566131458032435,0.35611942278447
