work_id,title,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits 
26485975,Nirvana and Anamun,Teen And Up Audiences,F/M,"Twilight (Movies), Twilight Series - Stephenie Meyer",Original Female Character/Original Male Character,"Bella Swan, Jacob Black, Jacob Black's Pack (Twilight), Original Characters, The Volturi (Twilight), Cullen Family, Pillar Men (JoJo)","Edward Cullen Bashing, Alice Cullen Bashing, References to Aztec Religion & Lore, Cultural Appropriation, Past Edward Cullen/Bella Swan, Cultural Misappropriation",English,2020-09-15,Updated,2020-09-15,422,2/?,null,null,null,29
26482492,Wolf's Moonlight,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight, Twilight Series - All Media Types, Twilight (Movies)","Paul Lahote/Original Female Character(s), Paul Lahote/Original Character(s)","Paul Lahote, Billy Black, Embry Call, Sam Uley, Quil Ateara V, Quileute Tribe, Emily Young (Twilight), Jacob Black, Wolf Pack - Character, Rachel Black, Bella Swan, Cullen Family, Edward Cullen","Supernatural - Freeform, powers, Spirits, Wolves, wolf - Freeform, Wolf Pack, Romance, Love, Siblings, Family",English,2020-09-15,Completed,2020-09-15,2410,3/3,1,3,2,134
22241209,Wolf Pack Series,Teen And Up Audiences,F/M,Twilight Series - All Media Types,"Bella Swan/Sam Uley, Paul Lahote/Bella Swan, Embry Call/Bella Swan, Seth Clearwater/Bella Swan, Jared Cameron/Bella Swan","Bella Swan, Cullen Family, Sam Uley's Pack (Twilight), Sam Uley, Paul Lahote, Jared Cameron, Kim Connweller, Emily Young (Twilight), Quil Ateara V, Charlie Swan, Billy Black, Quil ""Old Quil"" Ateara III, Embry Call, Seth Clearwater, Leah Clearwater, Mike Newton",,English,2020-01-13,Updated,2020-09-15,28079,32/88,12,96,23,2709
26480338,Post-Breaking Dawn,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies), Twilight Saga","Edward Cullen/Bella Swan, Edward Cullen & Bella Swan, Edward Cullen & Renesmee Cullen, Renesmee Cullen & Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen","Edward Cullen, Bella Swan, Renesmee Cullen, Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Esme Cullen, Carlisle Cullen, Nahuel (Twilight)","Love, Fluff, Fluff and Smut, Lemon, Vampire Bella Swan, Post-Breaking Dawn, Sexual Content, Inspired by the Twilight Series, Bella Cullen/Edward Cullen, bella/edward - Freeform, Edward Cullen/Bella Swan - Freeform, Midnight sun inspiration, Lemons, twilight - Freeform, Twilight series - Freeform, Breaking Dawn, eclipse - Freeform, new moon, twilight saga - Freeform, Bella and Edward - Freeform, Edward and bella - Freeform, Twilight Baseball",English,2020-09-15,Completed,2020-09-15,6060,1/1,5,25,4,382
26478163,The Four Times Bella Swan Interrupted My Life,General Audiences,F/F,Twilight Series - Stephenie Meyer,"Kate/Bella Swan, Edward Cullen/Bella Swan","Bella Swan, Kate (Twilight), Edward Cullen",Oneshot,English,2020-09-15,Completed,2020-09-15,2830,1/1,3,36,4,268
26473189,POLAR OPPOSITES.,Mature,F/M,"Twilight Series - All Media Types, Twilight (Movies)","Seth Clearwater/You, Seth Clearwater/Reader","Seth Clearwater, Reader","Polar Opposites, Intimacy, Fluff without Plot, Suggestive Themes, Imprinting (Twilight)",English,2020-09-15,Completed,2020-09-15,1572,1/1,null,28,2,311
25035193,Dances with Werewolves,Teen And Up Audiences,"F/F, F/M, Gen, M/M, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Sam Uley/Jasper Hale, Jacob Black/Edward Cullen, Alice Cullen/Jasper Hale, Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale, Billy Black/Charlie Swan, Seth Clearwater/Alice Cullen, Leah Clearwater/Rosalie Hale","Edward Cullen, Jacob Black, Sam Uley, Jasper Hale, Alice Cullen, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Billy Black, Seth Clearwater, Leah Clearwater, Original Werewolf Character(s), Emily Young (Twilight)","Parody, Twilight Parody, Humor, Comfort/Angst, Hurt/Comfort, Angst, Fluff and Angst, Angst with a Happy Ending, Werewolves and Vampires getting along, Sequel, second work, Consequences, rationality, Logic, Emotional evalutations, Polyamory, Healthy Polyamory, Rosalie Hale needs help, The Cullen Family ideal isn't healthy, Gay, Comfort Werewolves, Imprinting is not a thing, Exploring side characters, Exploring side-character backstories, History, references, Carlisle Cullen might learn to stop being in denial, Friendship, Not Canon Compliant, Deviates From Canon, Leah's character deserves better",English,2020-07-02,Updated,2020-09-15,30408,6/?,21,79,9,1144
26088790,Super Nova,Mature,"F/M, F/F","Twilight Series - Stephenie Meyer, Twilight (Movies), Twilight Series - All Media Types","Edward Cullen/Bella Swan, Edward Cullen/Original Female Character(s), Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen, Mike Newton/Jessica Stanley, Bella Swan/Original Female Character(s)","Edward Cullen, Alice Cullen, Rosalie Hale, Jasper Hale, Carlisle Cullen, Esme Cullen, Bella Swan, Jacob Black, Charlie Swan, Jessica Stanley, Mike Newton, Billy Black, Angela Weber, Eric Yorkie, Original Denali Character(s), Original Female Character(s) of Color","Alternate World, Alternate Dimension, Dimension Travel, Little bit of smut, ok maybe more idk, let's help Bella get better, but OC romances Edward, Person of Color Main Character, POC OC, WIP, Slow Burn, Love Triangle, Fluff, Pining, Brooding, oh so much brooding",English,2020-08-24,Completed,2020-09-14,32596,16/16,46,76,12,1198
26466562,If You Want To,General Audiences,F/F,"Twilight Series - Stephenie Meyer, Twilight (Movies)","Alice Cullen/Original Female Character(s), Alice Cullen/Reader","Alice Cullen, Jasper Hale, Edward Cullen, Bella Swan, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Jacob Black, Seth Clearwater",,English,2020-09-14,Completed,2020-09-14,1108,1/1,null,12,null,227
26462545,May We Meet Again,Teen And Up Audiences,"F/F, F/M","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Alice Cullen/Bella Swan,"The Volturi (Twilight), Lilith (True Blood), Bella Swan, Quileute Shifters (Twilight), James (Twilight), Victoria (Twilight), Didyme (Twilight), Denali Coven (Twilight), Romanian Coven (Twilight)","Volturi Good, Romanians Bad, Buffy the Vampire Slayer References, Dracula Influence/References, True Blood References, Reincarnation, Ancient History",English,2020-09-14,Updated,2020-09-14,699,1/?,null,7,5,61
25936672,"Know Thyself, or Echoes",Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Aro/Bella Swan,"Aro (Twilight), Bella Swan, Charlie Swan, Edward Cullen, Aro, Alice Cullen, Carlisle Cullen","Soulmates, Soul Bond, Alternate Universe, Alternate Universe - Canon Divergence, Science Fiction & Fantasy, having fun, No Aro/Sulpicia, bellaro, more book-based than movie-based, origins of vampirism, might go off the rails a smidge, the smushiest sci-fi, sci-fi soft as marshmallows, sci-fi that would give you spinal alignment issues were it a mattress, by my reckoning 'twill be a slow burn, Alternate Universe - Soulmates, no beta we die like mortals, Character Study",English,2020-08-16,Updated,2020-09-14,14871,3/?,22,42,12,616
25355083,Memeto Mori,Mature,"F/M, M/M",Twilight Series - Stephenie Meyer,"Emmett Cullen/Original Male Character(s), Edward Cullen/Bella Swan","Original Male Character(s), Bella Swan, Edward Cullen, Emmett Cullen, Charlie Swan, Carlisle Cullen, Esme Cullen, Rosalie Hale, Alice Cullen, Jasper Hale, Renee Dwyer, Jacob Black, Sam Uley, Paul Lahote, Billy Black","Twilight References, I actually liked the first movie, I changed up a few story plots, so the general plot makes sense, Spelling & Grammar, English is my second language",English,2020-07-18,Updated,2020-09-14,5359,5/?,4,24,9,269
25406215,The House Down the Old Forest Road,Teen And Up Audiences,"F/M, Gen",Twilight Series - All Media Types,"Carlisle Cullen/Bella Swan, Edward Cullen/Angela Weber, Esme Cullen/Original Male Character(s), All other canon pairings","Rosalie Hale, Emmett Cullen, Edward Cullen, Jasper Hale, Alice Cullen, Bella Swan, Carlisle Cullen, Angela Weber","Twilight Series Rewrite, Sort Of, One Shot Collection, Rotating POV, POV Outsider, Coven Dynamics, Rosalie Grins and Bears it for her mother, Which makes sense if you've read the previous parts of this series, Cullen Family POV, James gets curb stomped, Welcome To The Thunderdome James, Vampire Bella Swan, Alternate Universe - Canon Divergence, Angela Webber Is a cinnamon roll, Bella is the feral weirdo she was meant to be, no beta we die like men, Implied Feral Carlisle, Implied Sexual Content, Implied Feral Bella",English,2020-07-20,Updated,2020-09-14,16657,3/8,27,78,16,1241
491239,Temporal Tide,Mature,F/F,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Bella Swan/Tanya Denali,"Edward Cullen, Bella Swan, Tanya (Twilight), Kate (Twilight), Irina (Twilight), Carlisle Cullen, Esme Cullen, Jasper Hale, Alice Cullen, Rosalie Hale, Emmett Cullen","Female Protagonist, Femslash, Female Homosexuality, Alternate Universe, Implied Sexual Content, Time Travel, Canon-Typical Violence, wlw, Bisexual Female Protagonist, Bisexual Female Character, Don't copy to another site",English,2012-08-20,Updated,2020-09-14,93134,19/?,576,1795,424,26773
23964811,The Crash,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",,"Bella Swan, Angela Weber, Alice Cullen, Edward Cullen, Original Male Character(s)","Eventual Romance, Alternate Universe - Canon Divergence, Car Accidents, Drama",English,2020-05-02,Updated,2020-09-13,101184,31/?,9,13,2,558
26128819,Solstice,Mature,F/M,Twilight Series - All Media Types,"Jasper Hale/Original Character(s), Edward Cullen/Bella Swan, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen","Jacob Black, Renesmee Cullen, Alice Cullen, Fred (Twilight), Steve (Twilight), Shelly (Twilight)","don't be scared of the question mark, i will complete this i promise, Slow Burn, Eventual Smut, lots of inner monologues if you're into that, POV First Person, jacob and renesmee have sibling relationship, Angst, eventual angst, I will update tags as I go, Canon Compliant, takes place a few years after breaking dawn, Love at First Sight",English,2020-08-26,Updated,2020-09-13,6728,3/?,null,11,2,113
23376595,Changing Tides,Explicit,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Paul Lahote/Bella Swan,"Paul Lahote, Bella Swan, Sam Uley, Jared Cameron, Emily Young (Twilight)",Relationship(s),English,2020-03-29,Completed,2020-09-13,33370,27/27,45,192,57,5161
26447788,Lean On Me,General Audiences,Gen,Twilight Series - All Media Types,Alice Cullen/Bella Swan,"Bella Swan, Alice Cullen, Jasper Hale, Edward Cullen, Esme Cullen, Renesmee Cullen, Carlisle Cullen, Rosalie Hale, Emmett Cullen","Family Fluff, Bella's birthday goes right, cute Bella and Alice bff scene, One Shot, Obviosuly Jalice inserted, cute wedding talk, Surprises, don't even know what to tag anymore, Tumblr Prompt, No Romance, except some jalice flirting",English,2020-09-13,Completed,2020-09-13,1931,1/1,4,6,2,145
19968169,Between Love and Survival,Explicit,F/F,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Rosalie Hale/Original Female Character(s),Rosalie Hale,"Military, Alternate Universe - Military",English,2019-07-24,Updated,2020-09-13,50333,21/?,18,94,24,3359
25983172,Prom Queen,Mature,"F/M, M/M, Multi","Twilight Series - Stephenie Meyer, Twilight (Movies), Twilight Series - All Media Types","Jasper Hale/Original Female Character(s), Garrett (Twilight)/Original Female Character, Jasper Hale/Garrett (Twilight)/Original Female Character(s), Edward Cullen/Bella Swan, Jacob Black/Renesmee Cullen","Garrett (Twilight), Jasper Hale, Original Female Character(s), Bella Swan, Edward Cullen, Renesmee Cullen, Jacob Black, Alice Cullen, Emmett Cullen, Rosalie Hale, Kate (Twilight), Cullen Family, Denali Coven (Twilight), The Volturi (Twilight)","Polyamory, Polygamy, Multiple Partners, Threesome - F/M/M, Original Character(s), Crack Treated Seriously, Funny, Humor, fast burn, Alternate Universe - Modern Setting, Self-Indulgent, Vampire Sex, Character Turned Into Vampire, Shameless Smut, True Mates, Idiots in Love, Rough Sex, Oral Sex, Drunk Sex, Underage Drinking, Social Media, Porn With Plot, Pop Culture, Hurt/Comfort, Cliche, reupload",English,2020-08-19,Updated,2020-09-13,3792,2/?,10,62,13,729
26346514,It's Just Lunch,Not Rated,F/M,Twilight Series - Stephenie Meyer,"Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Edward Masen/Bella Swan",,"Alternate Universe - Hollywood, EVERYONE'S HUMAN, Cliche's Abound, Charlie dies",English,2020-09-07,Completed,2020-09-13,149817,28/28,27,9,2,234
3703003,"Darling, it is no joke, this is lycanthropy.",Teen And Up Audiences,F/F,Twilight Series - Stephenie Meyer,Leah Clearwater/Bella Swan,,What if Bella was a Lesbian,English,2015-04-07,Updated,2020-09-13,12007,6/?,157,1042,183,12285
26434231,Walking Out of the Still Life,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Dirty Talk, Tattoos, Artist Edward, Orphan Bella, Excellent plot twist, Angst and Fluff and Smut, One of My Favorites",English,2020-09-13,Completed,2020-09-13,106796,32/32,2,9,3,354
26432131,& that was the last time Jacob Black played Ms. Pac Man,Teen And Up Audiences,,Twilight Series - Stephenie Meyer,,"Jacob Black, Embry Call, Quil Ateara V","Fluff and Humor, Lowkey cute, One Shot",English,2020-09-13,Completed,2020-09-13,1241,1/1,null,3,null,16
26433574,Hot Mess,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Firefighters, Enemies to Lovers, Dirty Talk, Smut, Attempt at Humor",English,2020-09-13,Completed,2020-09-13,77249,25/25,null,4,null,152
26433130,Dawn of Destiny,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"My First Fanfic, Vampire Edward, Love at First Sight, Gratuitous Smut, Cringy at first but it gets better, Dirty Talk, Attempts at BDSM, Some original mythological characters",English,2020-09-13,Completed,2020-09-13,131268,37/37,null,2,null,225
26354647,What If,Teen And Up Audiences,F/F,Twilight Series - All Media Types,"Alice Cullen/Bella Swan, Edward Cullen/Bella Swan","Edward Cullen, Alice Cullen, Cullen Family, Bella Swan","Lesbian Character, Better Than Canon",English,2020-09-08,Updated,2020-09-13,6743,2/?,8,40,8,515
26434123,Need,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Friends to Lovers, Car Sex",English,2020-09-13,Completed,2020-09-13,3125,1/1,2,8,null,222
26434057,Let Go,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Smut, Escapism",English,2020-09-13,Completed,2020-09-13,3427,1/1,null,8,null,119
26434138,Strawberry Explanations,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,Enemies to Friends to Lovers,English,2020-09-13,Completed,2020-09-13,2789,1/1,null,8,null,151
26434159,Talk to Me,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Dirty Talk, Dry Humping",English,2020-09-13,Completed,2020-09-13,3984,1/1,null,8,null,187
26434105,Man Fiction,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,,English,2020-09-13,Completed,2020-09-13,1018,1/1,null,null,null,51
26440279,Bully,Mature,F/M,Twilight Series - All Media Types,Jasper Hale/You,"Jasper Hale, Reader","Smut, Top Jasper Hale, Major Jasper Whitlock, Bully",English,2020-09-13,Completed,2020-09-13,1606,1/1,null,26,1,565
26389285,Twilight: Re-imagined,Not Rated,"F/M, M/M","Twilight Series - Stephenie Meyer, Life and Death - Stephenie Meyer","Edward Cullen/Beau Swan, Jacob Black/Bella Swan","Edward Cullen, Beau Swan, Bella Swan, Jacob Black, Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Charlie Swan",,English,2020-09-10,Completed,2020-09-13,116863,24/24,13,35,7,883
25455550,IMMORTALS,Mature,"F/F, F/M","Twilight Series - All Media Types, Twilight Series - Stephenie Meyer","Jasper Hale/Original Female Character(s), Alice Cullen/Original Female Character(s), Alice Cullen/Jasper Hale/Original Female Character(s), Edward Cullen/Bella Swan, Emmett Cullen/Rosalie Hale","Bella Swan, Edward Cullen, Carlisle Cullen, Rosalie Hale, Emmett Cullen, Esme Cullen, Charlie Swan, Jacob Black, Paul Lahote, Billy Black, Cullen Family, Original Female Character(s), Quil Ateara V, Sam Uley, Angela Weber, Mike Newton","Supernatural Elements, Bella Swan with a Backbone, Polyamorous Character, Slow Burn, Slow Romance, Friends to Lovers, Guardian Angels, Antichrist, Background Relationships, Family Dynamics, Unhealthy Coping Mechanisms, Angst, Wings, Self-Hatred, Blood and Violence, Possessive Jasper Hale, Vampires, Demons, Nephilim, Soulmates, Platonic Soulmates, Protectiveness",English,2020-07-23,Updated,2020-09-13,11452,5/?,16,182,42,1975
26437363,Back,Not Rated,F/M,Twilight Series - Stephenie Meyer,"Edward/Bella (past), Bella/Aro (Implied)","Bella Swan, Edward Cullen (mentioned)",Drabble,English,2020-09-13,Completed,2020-09-13,155,1/1,null,11,null,134
26033407,Warm Embrace,General Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan","Hurt/Comfort, Emotional Hurt/Comfort, Canon Compliant, Midnight Sun, Romance, Angst, Fluff, Human Bella Swan, Edward Cullen Needs a Hug, Protective Bella Swan, Conversations, POV First Person, POV Edward Cullen, References to Jane Austen, Post-Breaking Dawn, Vampire Bella Swan, Snowball Fight",English,2020-08-21,Completed,2020-09-13,3542,2/2,6,62,6,539
26434078,L is for Lions and Love,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,,English,2020-09-13,Completed,2020-09-13,5908,1/1,null,2,null,23
26433529,Every Time It Rains,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,,English,2020-09-13,Completed,2020-09-13,1616,1/1,null,5,null,87
26433076,Break Even,Explicit,F/M,Twilight Series - Stephenie Meyer,Jacob Black/Original Female Character(s),,,English,2020-09-13,Completed,2020-09-13,2610,1/1,null,7,null,127
26432881,A Place Downtown,Explicit,F/M,Twilight Series - Stephenie Meyer,,,"Dirty Talk, Boss/Employee Relationship, Shameless Smut, Argument leads to sex, One of My Favorites",English,2020-09-13,Completed,2020-09-12,11314,2/2,null,7,null,111
26431963,Colliding with Fate,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Dirty Talk, Dark Past, Healing Sex, Angst, Rough Sex, Oral Sex, Secret Sex, One of My Favorites",English,2020-09-12,Completed,2020-09-12,64866,20/20,null,5,1,166
26428831,"Anytime, kiddo",General Audiences,Gen,Twilight Series - All Media Types,Renesmee Cullen & Jasper Hale,"Jasper Hale, Renesmee Cullen, Bella Swan, Edward Cullen, Alice Cullen, Jacob Black, Esme Cullen, Carlisle Cullen, Emmett Cullen, Rosalie Hale","non romantic, Family time, Tumblr Prompt, jazz taking care of renesmee, Family Fluff",English,2020-09-12,Completed,2020-09-12,1411,1/1,2,14,2,116
22341307,Twice Bitten Half Turned,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Edward Cullen/Bella Swan,"Bella Swan, Edward Cullen, Jacob Black, Charlie Swan, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Alice Cullen, Jasper Hale",,English,2020-01-21,Updated,2020-09-12,22743,11/?,38,133,41,2363
26095885,The Strange Second Life Of Charlie Swan,Teen And Up Audiences,"F/M, Gen","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Charlie Swan/Irina, Bella Swan & Charlie Swan, Carlisle Cullen/Bella Swan (referenced)","Denali Coven (Twilight), Irina (Twilight), Eleazar (Twilight), Esme Cullen, Tanya (Twilight), Kate (Twilight), Carmen (Twilight), Olympic Coven, Cullen Family, Carlisle Cullen, Bella Swan","Vampire Charlie Swan, Alternate Universe - Canon Divergence, Soul Bond, Vampire Turning, Re-Cap in first chapter, Falling In Love, Developing Relationship, Developing Friendships, Coven Dynamics, Charlie Swan is so lost, this poor man, Charlie is a Good Dad, He tries so hard, Bamf Charlie Swan, BAMF Carlisle Cullen, Slice of Life, Angst, Hopeful Ending, Father-Daughter Relationship, Blood Lust, Glimpses into Charlie's Newborn months, Canon-Typical Violence, Lawful Neutral Volturi, Not Good and Not Evil Volturi",English,2020-08-26,Completed,2020-09-12,42000,8/8,248,198,25,3441
26419333,Miscellaneous Stories,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Carlisle Cullen/Bella Swan,"Bella Swan, Carlisle Cullen, Edward Cullen, Rosalie Hale, Emmett Cullen","Side Story, Backstory, Romance, Fluff, Other Additional Tags to Be Added",English,2020-09-12,Updated,2020-09-12,1722,1/?,2,6,null,141
26309497,Bam Goes the Heart,Mature,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer, Twilight (Movies)",Carlisle Cullen/Bella Swan,"Carlisle Cullen, Bella Swan, Alice Cullen, Rosalie Hale, Emmett Cullen, Charlie Swan","Alternate Canon, Alternate Universe, Romance, Humor, Fluff and Humor, Fluff, Idiots in Love, Falling In Love, Eventual Sex, Drooling Nurses, Bella hates stilettos, Stilettos can be a good luck charm, Carlisle is GQ gorgeous, Other Additional Tags to Be Added",English,2020-09-05,Updated,2020-09-12,7787,3/?,27,48,12,527
26147236,Eternal Dusk,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,"Jacob Black/Renesmee Cullen, Edward Cullen/Bella Swan","Renesmee Cullen, Jacob Black, Edward Cullen, Bella Swan, The Volturi (Twilight), Cullen Family","Canon Compliant, Post-Canon, Canon Related, Fluff and Angst, Drama & Romance",English,2020-08-28,Updated,2020-09-11,43216,15/?,2,4,3,190
16865209,The Swan Hybrid,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Edward Cullen/Original Female Character(s), Edward Cullen/Original Swan Character(s), Edward Cullen/Original Character(s), Edward Cullen/Original Hybrid Character(s)","Bella Swan, Charlie Swan, Renee Dwyer, Phil Dwyer, Bambi Swan (OFC), Edward Cullen, Connor Cullen (OMC), Esme Cullen, Carlisle Cullen, Jasper Hale, Alice Cullen, Rosalie Hale, Emmett Cullen, Mike Newton, Angela Weber, Jessica Stanley, Eric Yorkie, Tyler Crowley, Jacob Black, Caleb Black (OMC), Billy Black, Sam Uley, Jared Cameron, Alistair (Twilight), Paul Lahote, Seth Clearwater, Leah Clearwater, Emily Young (Twilight), Victoria (Twilight), Twilight Series Characters","Hybrids, Fae & Fairies, Shapeshifting, Wolf Pack, Vampires, Mental Health Issues, Telepathy, Sweet Edward Cullen, Imprinting, Soulmates, Romantic Soulmates, Heartbreak, Angst, Fluff, Twilight References, twilight saga - Freeform, Book: New Moon, Book: Eclipse, Book: Breaking Dawn, movie: twilight, movie: new moon, movie: eclipse, Movie: Breaking Dawn Part 2, Movie: Breaking Dawn Part 1, Accidental Death, Car Accidents, Werewolves, Crying, Sad, Love, Love Confessions, True Love, Teenagers, High School, Medication, Awesome Charlie Swan, Charlie Swan is a Good Dad, Protective Edward Cullen",English,2018-12-05,Updated,2020-09-11,94323,83/?,35,341,95,9658
22631719,Beneath the Weeping Sky,Mature,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer, Twilight (Movies)",Carlisle Cullen/Bella Swan,"Carlisle Cullen, Bella Swan, Rosalie Hale, Charlie Swan, Emmett Cullen, Jacob Black","Alternate Universe, Romance, Mystery, Paranormal, Angst, Slow Burn, Pining, Love, Falling In Love, Bloodlust, Eventual Sex, Bella Swan with a Backbone, Lonely Carlisle, Original Character(s), Other Additional Tags to Be Added, Alternate Canon, Slow Build, Mutual Pining, Friendship, Idiots in Love, Doctor Doctor Give Me The News, Bella is a grown woman, wolves don't like vampires",English,2020-02-09,Updated,2020-09-11,54717,12/?,146,183,47,2725
26414188,asters,Teen And Up Audiences,"F/F, F/M",Twilight Series - All Media Types,"Jasper Hale/Bella Swan, Rosalie Hale/Victoria","Bella Swan, Jasper Hale, Rosalie Hale, Victoria (Twilight)","College, rose n bella friendship, changed jasper's backstory bc Hello, this also goes a little into how i think jasper's power works, and my bad takes on grief!, Rose is a lesbian, and victoria...god, random historical references for the fun of it ladies",English,2020-09-11,Completed,2020-09-11,8565,1/1,5,130,27,800
26413369,Cross destinies,Not Rated,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale","definitely the best characters, Prophetic Visions, Pre-Canon, Canon Compliant, Why can't we just have a book about them",English,2020-09-11,Completed,2020-09-11,522,1/1,null,7,null,146
23428939,The Pull,Mature,F/F,"Twilight Series - Stephenie Meyer, Twilight (Movies), Twilight Series - All Media Types",Bella Swan/Tanya,"Bella Swan, Tanya (Twilight), Kate (Twilight), Irina (Twilight), Charlie Swan, Jacob Black, Billy Black, Eleazar (Twilight), Carmen (Twilight)","Romance, Vampires, Femslash, Blood, Blood and Injury, Blood and Violence, Biting, Mates, Hurt/Comfort, Better Bella",English,2020-04-01,Updated,2020-09-11,38629,9/?,65,359,84,7384
26396800,Mr. and Mrs. Cullen,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan, Jacob Black, Alice Cullen, Rosalie Hale, Carlisle Cullen, Esme Cullen, Jasper Hale, Emmett Cullen","Originally Posted on FanFiction.Net, Posted on ff.net in 2008",English,2020-09-10,Completed,2020-09-11,35725,19/19,null,4,1,242
26400793,Comfort,Mature,F/M,Twilight Series - Stephenie Meyer,Bella Swan/Charlie Swan,"Bella Swan, Charlie Swan","Smut, Plot What Plot/Porn Without Plot, Fluff and Angst, Parent/Child Incest, I Don't Even Know, Comfort Sex, One Shot, Book: New Moon",English,2020-09-11,Completed,2020-09-11,3200,1/1,3,81,8,3149
26400001,Playing Hookie,General Audiences,,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Carlisle Cullen & Bella Swan, Carlisle Cullen/Esme Cullen","Carlisle Cullen, Bella Swan, Esme Cullen","other Cullens mentioned, All Human, No vampires, Alternate Universe, Alternate Universe - No Powers, Child Bella - Freeform, Child Edward, Child Alice, Child Jasper, Child Rosalie, Preteen Emmett, Parent Esme Cullen, Parent Carlisle Cullen, Father-Daughter Relationship, Elementary School, Discipline, Cross-Posted on FanFiction.Net, Extended Version, Revised Version, One Shot",English,2020-09-11,Completed,2020-09-11,2050,1/1,null,14,null,136
26206570,The Broken Bond,Explicit,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Carlisle Cullen/Bella Swan,"Carlisle Cullen, Bella Swan, Esme Cullen, Edward Cullen, Alice Cullen, Emmett Cullen, Rosalie Hale, Jasper Hale","Look i just like to hurt ok, Hurt, Emotional Hurt, Angst, Fluff, everything in between, Emotional pain, Slow Burn, i guess, Other Additional Tags to Be Added, Fluff and Smut, I Made Myself Cry, Romance, Cheating, Sad, I'm Sorry",English,2020-08-31,Completed,2020-09-10,39560,9/9,32,30,1,853
23778364,Learning to Breathe,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Jacob Black/Bella Swan,"Jacob Black, Bella Swan, Charlie Swan","Book: New Moon, Fluff and Angst, Eventual Smut, Eventual Romance, Depression",English,2020-04-22,Updated,2020-09-10,30707,13/?,68,163,34,2479
